loan_type,interest_rate,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status,total_amount,monthly_payment,application_date_year,approval_date_year,disbursement_date_year,due_date_year,application_date_month_sin,application_date_month_cos,approval_date_month_sin,approval_date_month_cos,disbursement_date_month_sin,disbursement_date_month_cos,due_date_month_sin,due_date_month_cos,application_date_day_sin,application_date_day_cos,approval_date_day_sin,approval_date_day_cos,disbursement_date_day_sin,disbursement_date_day_cos,due_date_day_sin,due_date_day_cos
Personal Loan,0.08977283,Full-time,High,412,Female,Divorced,Bachelor,0,18551.20288509,545.6236142673529,2022,2022,2022,2023,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7431448254773941,0.6691306063588582,-0.743144825477394,-0.6691306063588585,-0.9945218953682734,0.10452846326765299,0.7431448254773941,0.6691306063588582
Personal Loan,0.062934715,Full-time,Low,319,Male,Married,PhD,0,44738.922154349995,2130.424864492857,2019,2019,2019,2019,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473,0.5877852522924732,-0.8090169943749473,-0.743144825477394,-0.6691306063588585,-1.133107779529596e-15,1.0
Education Loan,0.076977627,Self-employed,Low,514,Male,Married,PhD,0,73472.490691567,5248.035049397643,2021,2021,2021,2021,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,-0.4067366430758002,-0.9135454576426009,-0.587785252292473,-0.8090169943749475,-0.743144825477394,0.6691306063588585,0.9510565162951536,-0.30901699437494734
Car Loan,0.07990218,Full-time,Medium,609,Female,Divorced,Master,0,71079.1614876,4442.447592975,2021,2021,2021,2021,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-1.133107779529596e-15,1.0,-0.4067366430758002,-0.9135454576426009,0.20791169081775931,0.9781476007338057,0.40673664307580004,-0.913545457642601
Car Loan,0.088981916,Full-time,Medium,550,Female,Divorced,PhD,0,1926.409009404,137.60064352885715,2018,2018,2018,2018,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.40673664307580015,0.9135454576426009,5.66553889764798e-16,-1.0,-0.5877852522924734,0.8090169943749473,-0.9510565162951535,-0.30901699437494756
Personal Loan,0.090025107,Self-employed,Medium,787,Female,Divorced,High School,0,66202.674873645,1351.0749974213265,2020,2020,2020,2020,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,0.5877852522924731,0.8090169943749475,0.5877852522924731,0.8090169943749475
Car Loan,0.068987393,Part-time,High,681,Male,Divorced,Master,1,68367.088719315,2848.628696638125,2018,2018,2018,2018,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,0.40673664307580004,-0.913545457642601,0.20791169081775931,-0.9781476007338057,-0.9945218953682733,-0.10452846326765423,0.8660254037844387,-0.4999999999999998
Education Loan,0.081229933,Self-employed,Medium,708,Female,Single,PhD,1,71280.08333302499,1344.9072326985847,2021,2022,2022,2022,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.2079116908177585,0.9781476007338058,0.5877852522924732,-0.8090169943749473,5.66553889764798e-16,-1.0,0.20791169081775931,-0.9781476007338057
Personal Loan,0.086859206,Self-employed,Low,570,Male,Married,High School,1,74959.592578614,2498.6530859538,2019,2019,2019,2019,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-0.5877852522924734,0.8090169943749473,-0.20791169081775907,-0.9781476007338057,-0.8660254037844386,0.5000000000000001,0.20791169081775931,0.9781476007338057
Home Loan,0.101837335,Part-time,Low,706,Male,Married,High School,1,6953.695421185,136.34696904284314,2018,2018,2018,2018,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.10452846326765299,-0.9510565162951536,0.30901699437494723,0.9510565162951535,0.30901699437494745
Car Loan,0.090567598,Full-time,High,493,Male,Divorced,PhD,0,91721.09726219201,1993.9368970041742,2021,2021,2021,2021,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0.20791169081775931,-0.9781476007338057,0.40673664307580015,0.9135454576426009,5.66553889764798e-16,-1.0,0.8660254037844387,-0.4999999999999998
Education Loan,0.09183585,Part-time,High,740,Male,Single,Bachelor,0,59731.063845950004,1706.60182417,2021,2021,2021,2022,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.743144825477394,-0.6691306063588585,-0.20791169081775898,0.9781476007338057,0.9510565162951536,-0.30901699437494734,0.7431448254773941,0.6691306063588582
Personal Loan,0.081257399,Part-time,Low,612,Female,Single,Bachelor,0,93317.91982069501,2666.226280591286,2021,2021,2021,2021,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,-0.9945218953682733,-0.10452846326765423,0.2079116908177585,0.9781476007338058,0.20791169081775931,0.9781476007338057,-0.20791169081775907,-0.9781476007338057
Personal Loan,0.101156887,Self-employed,High,378,Male,Single,PhD,0,32696.651445690997,1167.7375516318214,2020,2020,2020,2020,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,-0.20791169081775898,0.9781476007338057,-1.133107779529596e-15,1.0,0.7431448254773945,-0.6691306063588579,5.66553889764798e-16,-1.0
Home Loan,0.086146442,Full-time,Low,479,Male,Divorced,PhD,0,79214.832307944,1553.2320060381178,2019,2019,2019,2019,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.9945218953682734,-0.10452846326765333,0.8660254037844386,0.5000000000000001,0.9510565162951536,-0.30901699437494734,-0.20791169081775898,0.9781476007338057
Car Loan,0.067083681,Full-time,Medium,313,Male,Single,High School,0,100322.93935289599,4777.282826328381,2022,2022,2022,2022,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,-0.9510565162951535,-0.30901699437494756,-1.133107779529596e-15,1.0,0.8660254037844387,-0.4999999999999998
Home Loan,0.10105055,Part-time,Low,545,Female,Divorced,PhD,0,29351.8055619,2257.8311970692307,2022,2022,2022,2022,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,-0.20791169081775907,-0.9781476007338057,-0.587785252292473,-0.8090169943749475,-0.9510565162951535,-0.30901699437494756,-0.4067366430758002,-0.9135454576426009
Education Loan,0.090468549,Self-employed,High,313,Female,Single,PhD,1,93211.07063142199,1694.746738753127,2022,2022,2022,2022,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9945218953682734,0.10452846326765299,-0.9510565162951535,-0.30901699437494756,-0.743144825477394,0.6691306063588585,0.9945218953682734,-0.10452846326765333
Personal Loan,0.07335434,Part-time,Medium,398,Female,Divorced,High School,0,20856.34818054,613.42200531,2021,2021,2021,2021,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,0.7431448254773941,0.6691306063588582,0.9945218953682733,0.10452846326765346,5.66553889764798e-16,-1.0,-0.743144825477394,0.6691306063588585
Personal Loan,0.072807605,Full-time,Low,332,Male,Divorced,PhD,1,4019.810095935,236.45941740794117,2022,2022,2022,2022,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,-0.9510565162951535,-0.30901699437494756,-0.20791169081775907,-0.9781476007338057,-0.9945218953682733,-0.10452846326765423,0.8660254037844386,0.5000000000000001
Home Loan,0.084448633,Full-time,High,735,Male,Married,PhD,0,65229.585274950005,5017.660405765385,2021,2021,2021,2021,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,-0.9510565162951535,-0.30901699437494756,-0.9510565162951535,-0.30901699437494756
Home Loan,0.086947772,Self-employed,High,556,Female,Divorced,PhD,0,72526.5900867,2266.455940209375,2019,2019,2019,2020,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.40673664307580015,0.9135454576426009,0.9510565162951535,0.30901699437494745,-0.743144825477394,-0.6691306063588585,0.7431448254773941,0.6691306063588582
Home Loan,0.082959384,Self-employed,Medium,333,Female,Single,High School,0,92759.803077136,2016.517458198609,2018,2018,2018,2018,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,-0.40673664307580015,0.913545457642601,0.8660254037844387,-0.4999999999999998
Car Loan,0.08466963,Part-time,Low,318,Male,Married,PhD,1,39886.55630399,997.16390759975,2019,2019,2019,2019,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0.7431448254773945,-0.6691306063588579,0.5877852522924732,-0.8090169943749473,5.66553889764798e-16,-1.0,0.8660254037844387,-0.4999999999999998
Personal Loan,0.105499361,Self-employed,Low,559,Female,Single,Bachelor,0,75654.848770035,4203.047153890833,2022,2022,2022,2022,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.40673664307580015,0.913545457642601,0.5877852522924731,0.8090169943749475,-0.9510565162951535,-0.30901699437494756
Car Loan,0.096073147,Part-time,High,715,Male,Divorced,PhD,0,63447.290187242004,1586.1822546810502,2019,2019,2019,2019,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,-0.20791169081775907,-0.9781476007338057,-0.4067366430758002,-0.9135454576426009,0.2079116908177585,0.9781476007338058
Education Loan,0.082859534,Self-employed,Medium,436,Female,Married,Bachelor,1,73421.124983802,1529.606770495875,2020,2020,2020,2020,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,5.66553889764798e-16,-1.0,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723,0.9945218953682734,-0.10452846326765333
Car Loan,0.094119659,Part-time,Low,658,Male,Divorced,PhD,1,35614.689020109,1047.4908535326176,2018,2018,2018,2018,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9510565162951536,0.30901699437494723,-0.8660254037844385,-0.5000000000000004,0.2079116908177585,0.9781476007338058,0.5877852522924732,-0.8090169943749473
Home Loan,0.064512141,Full-time,Medium,415,Male,Divorced,High School,0,13193.563475554,299.8537153535,2018,2018,2018,2019,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.9945218953682733,-0.10452846326765423,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,0.9510565162951536,-0.30901699437494734
Education Loan,0.085968906,Full-time,High,703,Male,Single,Bachelor,0,76117.73255935199,4006.1964504922103,2020,2020,2020,2020,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.40673664307580004,-0.913545457642601,0.20791169081775931,-0.9781476007338057
Education Loan,0.107139595,Full-time,Low,501,Female,Single,PhD,0,5413.91261955,235.3875051978261,2019,2019,2019,2020,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.2079116908177585,0.9781476007338058,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
Car Loan,0.076729312,Full-time,High,675,Female,Single,PhD,0,45875.129067072,804.8268257381052,2019,2019,2019,2020,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,0.40673664307580015,0.9135454576426009,0.20791169081775931,0.9781476007338057,0.20791169081775931,-0.9781476007338057,0.5877852522924731,0.8090169943749475
Car Loan,0.067285491,Full-time,Low,549,Male,Married,PhD,0,103821.263422516,1759.6824308901016,2020,2020,2020,2020,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.10452846326765299,0.9945218953682733,0.10452846326765346,5.66553889764798e-16,-1.0,5.66553889764798e-16,-1.0
Home Loan,0.070218667,Full-time,High,745,Female,Single,PhD,0,86728.380336346,4129.922873159334,2021,2021,2021,2021,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.9945218953682733,-0.10452846326765423,-0.40673664307580015,0.913545457642601,0.20791169081775931,0.9781476007338057,-0.9945218953682733,-0.10452846326765423
Home Loan,0.063655504,Self-employed,Low,577,Male,Divorced,High School,0,93934.608524752,3612.8695586443073,2018,2018,2018,2018,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,5.66553889764798e-16,-1.0,-0.9945218953682733,-0.10452846326765423,0.40673664307580015,0.9135454576426009
Education Loan,0.068228571,Self-employed,Medium,411,Female,Married,Master,0,12420.293595017,354.8655312862,2021,2021,2021,2022,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.9945218953682733,0.10452846326765346,0.5877852522924732,-0.8090169943749473,-0.20791169081775907,-0.9781476007338057,0.9510565162951535,0.30901699437494745
Home Loan,0.074442379,Self-employed,Low,772,Female,Single,Bachelor,0,10520.939775167999,284.3497236531892,2022,2022,2022,2022,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0.20791169081775931,-0.9781476007338057,0.7431448254773941,0.6691306063588582,0.9510565162951535,0.30901699437494745,0.9510565162951536,-0.30901699437494734
Personal Loan,0.058916495,Part-time,Low,691,Male,Single,PhD,1,79385.910713655,1368.7225985112932,2020,2020,2020,2020,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,0.2079116908177585,0.9781476007338058,0.5877852522924732,-0.8090169943749473,5.66553889764798e-16,-1.0
Personal Loan,0.080234275,Self-employed,High,442,Female,Single,High School,1,47531.388334275,896.8186478165094,2019,2019,2019,2020,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.40673664307580004,-0.913545457642601,0.5877852522924732,-0.8090169943749473,-0.4067366430758002,-0.9135454576426009,-0.587785252292473,-0.8090169943749475
Education Loan,0.093534158,Self-employed,Low,331,Female,Divorced,Master,0,84805.76102121599,1696.11522042432,2019,2019,2019,2019,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475,-0.9510565162951535,-0.30901699437494756,-0.40673664307580015,0.913545457642601
Car Loan,0.066383657,Part-time,Low,480,Male,Single,High School,0,26549.753908329,1896.4109934520714,2019,2019,2019,2019,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,-0.743144825477394,0.6691306063588585,0.40673664307580004,-0.913545457642601,-0.8660254037844386,0.5000000000000001,0.7431448254773945,-0.6691306063588579
Car Loan,0.102789259,Part-time,Low,815,Male,Divorced,PhD,1,76255.671681332,5865.820898563999,2022,2022,2022,2022,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.9945218953682733,0.10452846326765346,-0.743144825477394,-0.6691306063588585,5.66553889764798e-16,-1.0
Personal Loan,0.087661881,Full-time,High,568,Male,Married,Master,0,26629.225832523,1566.4250489719411,2021,2021,2021,2021,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-1.133107779529596e-15,1.0,-0.40673664307580015,0.913545457642601,-1.133107779529596e-15,1.0,0.9510565162951535,0.30901699437494745
Car Loan,0.095458709,Self-employed,Low,535,Male,Single,Bachelor,0,54285.456324495004,1696.4205101404689,2018,2018,2018,2018,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.4067366430758002,-0.9135454576426009,-0.9945218953682734,0.10452846326765299,-0.743144825477394,0.6691306063588585,-0.20791169081775907,-0.9781476007338057
Home Loan,0.070132482,Self-employed,Medium,576,Female,Divorced,Bachelor,0,19432.535740638,971.6267870319,2021,2021,2021,2021,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.743144825477394,-0.6691306063588585,0.40673664307580004,-0.913545457642601,-0.8660254037844386,0.5000000000000001,-0.4067366430758002,-0.9135454576426009
Personal Loan,0.092817878,Part-time,Medium,574,Female,Single,High School,0,88602.39509460599,4219.161671171714,2018,2018,2018,2018,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,0.20791169081775931,0.9781476007338057,0.9510565162951535,0.30901699437494745,0.9510565162951535,0.30901699437494745,-0.20791169081775907,-0.9781476007338057
Education Loan,0.063620991,Full-time,High,385,Male,Single,Bachelor,1,39268.886987720005,835.5082337812767,2020,2020,2020,2021,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.9945218953682733,-0.10452846326765423,0.20791169081775931,-0.9781476007338057,-0.9945218953682734,0.10452846326765299,-0.9945218953682733,-0.10452846326765423
Car Loan,0.093353713,Self-employed,Low,362,Female,Married,Bachelor,1,101755.150007771,7268.225000555071,2020,2020,2020,2020,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,-0.5877852522924734,0.8090169943749473,0.5877852522924731,0.8090169943749475,0.8660254037844387,-0.4999999999999998,0.20791169081775931,-0.9781476007338057
Education Loan,0.08257759,Part-time,High,703,Male,Married,Master,0,73746.26800839,1418.1974616998077,2020,2020,2020,2020,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.5877852522924731,0.8090169943749475,0.9945218953682734,-0.10452846326765333,-0.20791169081775907,-0.9781476007338057,0.5877852522924731,0.8090169943749475
Education Loan,0.088298768,Part-time,Low,491,Male,Divorced,Bachelor,1,76702.208869872,2191.491681996343,2019,2019,2019,2019,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.20791169081775931,0.9781476007338057,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473
Car Loan,0.062366081,Self-employed,High,592,Male,Divorced,Master,0,96117.571178475,2912.653672075,2019,2019,2019,2019,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,0.20791169081775931,0.9781476007338057,0.8660254037844386,0.5000000000000001,-0.9510565162951535,-0.30901699437494756
Car Loan,0.066573952,Part-time,Low,330,Female,Divorced,Master,0,21818.903336064,872.75613344256,2021,2021,2021,2022,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.20791169081775931,0.9781476007338057,0.8660254037844387,-0.4999999999999998,-0.9510565162951535,-0.30901699437494756,0.9945218953682734,-0.10452846326765333
Personal Loan,0.088958423,Part-time,Low,629,Female,Married,Master,0,73566.764182611,1388.052154388887,2020,2020,2020,2020,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.20791169081775907,-0.9781476007338057,-0.743144825477394,-0.6691306063588585,-0.5877852522924734,0.8090169943749473,-1.133107779529596e-15,1.0
Personal Loan,0.06577478,Self-employed,High,406,Female,Divorced,Bachelor,0,83331.86427342,1488.0690048825,2020,2020,2020,2021,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,0.40673664307580015,0.9135454576426009,0.8660254037844386,0.5000000000000001,0.20791169081775931,0.9781476007338057
